Timestamp,Host,MedianPing(ms),Success
2025-06-16 11:55:16,RCD2AES601.mi.corp.rockfin.com,24.00,True
2025-06-16 11:55:27,RCD1AES601.mi.corp.rockfin.com,24.50,True
