Timestamp,PrimaryIP,WorkingFromHome,WiFiSSID,EthernetDnsSuffix,VpnDetected,VpnIP,NetworkCategory
2025-06-18 11:24:39,10.5.85.80,False,AMAZE_Wireless,,False,,office_amaze_wireless
2025-06-18 11:33:02,10.5.85.80,False,AMAZE_Wireless,,False,,office_amaze_wireless
