Timestamp,PrimaryIP,WorkingFromHome,WiFiSSID,EthernetDnsSuffix,VpnDetected,VpnIP
2025-06-18 09:35:09,10.5.85.80,False,AMAZE_Wireless,,False,
2025-06-18 09:39:48,10.5.85.80,False,AMAZE_Wireless,,False,
